symbol,reason,relationships,checkpoint
ACHC,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACHC\\year=2025\\ACHC_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHC\\year=2025\\ff9da37bc13e0350b20e2c5b.parquet"",""left_sha256"":""c70db092760d223d7416e5a49d40eea0a9cc0a8038886c007fa08d2533db755c"",""right_sha256"":""f8dec3d1b53136c4fcdee9788cfb0a3adc64430fb8cb076f9645123256450760"",""overlap_rows"":250,""conflicting_rows"":9,""first_conflict"":""2025-08-15"",""last_conflict"":""2025-12-01"",""warmup_conflicting_sessions"":3},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACHC\\year=2026\\894ca763e2e6429def807b35.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHC\\year=2026\\ACHC_2026.parquet"",""left_sha256"":""b80770895bd9d4f66096b4e695dda1d897e1af5f06e94b9a80587b4c9edc0968"",""right_sha256"":""a0c1cf5099bb233a947fb5be531193dcae3653db1157ae46f8b354c57c483447"",""overlap_rows"":168,""conflicting_rows"":26,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-26"",""warmup_conflicting_sessions"":26}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACHC.json
ACHR,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACHR\\year=2025\\1c157a11fa7dc633c3f605c7.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHR\\year=2025\\ACHR_2025.parquet"",""left_sha256"":""63f9604ede601ada6a551c6745408353d948adfe4f2492406fc91b7133057142"",""right_sha256"":""eb18f731f62fd4845c6c8fefffc0670988706a1a7f21fe21abf7f6b56140a45b"",""overlap_rows"":250,""conflicting_rows"":5,""first_conflict"":""2025-08-27"",""last_conflict"":""2025-12-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\852d7d3f9c96803a70e33732.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\ACHR_2026.parquet"",""left_sha256"":""f3679d0d65c33b3258dd4dc56a466b57dd66faf90a4ec4bd7754bb1b8812fe4a"",""right_sha256"":""f3679d0d65c33b3258dd4dc56a466b57dd66faf90a4ec4bd7754bb1b8812fe4a"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\852d7d3f9c96803a70e33732.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\eb4f9e8f670cc8bd31e93264.parquet"",""left_sha256"":""f3679d0d65c33b3258dd4dc56a466b57dd66faf90a4ec4bd7754bb1b8812fe4a"",""right_sha256"":""25517382d1ca7f8d4a94f94ebe848c00d9b12d6d58a480ad1262e5c162764a68"",""overlap_rows"":167,""conflicting_rows"":28,""first_conflict"":""2026-02-05"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":28},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\ACHR_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHR\\year=2026\\eb4f9e8f670cc8bd31e93264.parquet"",""left_sha256"":""f3679d0d65c33b3258dd4dc56a466b57dd66faf90a4ec4bd7754bb1b8812fe4a"",""right_sha256"":""25517382d1ca7f8d4a94f94ebe848c00d9b12d6d58a480ad1262e5c162764a68"",""overlap_rows"":167,""conflicting_rows"":28,""first_conflict"":""2026-02-05"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":28}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACHR.json
ACHV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\9eee57daf62f92f3bfdd0abf.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\ACHV_2025.parquet"",""left_sha256"":""a62dfb0117df51bc72f95fdeea15466c1ba32e7f4ef6f0be2413b7beec820121"",""right_sha256"":""a62dfb0117df51bc72f95fdeea15466c1ba32e7f4ef6f0be2413b7beec820121"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\9eee57daf62f92f3bfdd0abf.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\ebb37796c04ea4f7c85543a2.parquet"",""left_sha256"":""a62dfb0117df51bc72f95fdeea15466c1ba32e7f4ef6f0be2413b7beec820121"",""right_sha256"":""51e8834331d1fcd20d70f2a205c8931ee9af24bd52ac0165c78865cab0eb0b7c"",""overlap_rows"":250,""conflicting_rows"":9,""first_conflict"":""2025-08-07"",""last_conflict"":""2025-12-22"",""warmup_conflicting_sessions"":4},{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\ACHV_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHV\\year=2025\\ebb37796c04ea4f7c85543a2.parquet"",""left_sha256"":""a62dfb0117df51bc72f95fdeea15466c1ba32e7f4ef6f0be2413b7beec820121"",""right_sha256"":""51e8834331d1fcd20d70f2a205c8931ee9af24bd52ac0165c78865cab0eb0b7c"",""overlap_rows"":250,""conflicting_rows"":9,""first_conflict"":""2025-08-07"",""last_conflict"":""2025-12-22"",""warmup_conflicting_sessions"":4},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACHV\\year=2026\\851d3732fa1371d77328f400.parquet"",""right"":""data\\parquet\\daily\\symbol=ACHV\\year=2026\\ACHV_2026.parquet"",""left_sha256"":""14c8417b56025772082af8e0cf5c9ea52e1869f3c95d13a0d9bb4d8ac7437501"",""right_sha256"":""14c8417b56025772082af8e0cf5c9ea52e1869f3c95d13a0d9bb4d8ac7437501"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACHV.json
ACI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACI\\year=2025\\017a7dd1129d5909d52e4a4c.parquet"",""right"":""data\\parquet\\daily\\symbol=ACI\\year=2025\\ACI_2025.parquet"",""left_sha256"":""ba49d02a72285bc166e06cd1a04f50919eaaa9376f1b7aa8a2d89a9679b69ffb"",""right_sha256"":""ba49d02a72285bc166e06cd1a04f50919eaaa9376f1b7aa8a2d89a9679b69ffb"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\ACI_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\a17b75fe4a73bb173a45aa2a.parquet"",""left_sha256"":""7d97d81af4dc1b219df47f218434f7de4531e8d640712219e02fc9943704dcd1"",""right_sha256"":""306069f87d66fa70b07c3491cdf022486a0447d9a217ea0a06e03bf5290d03f1"",""overlap_rows"":168,""conflicting_rows"":44,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":44},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\ACI_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\c44562640c59d1ac1ce55a57.parquet"",""left_sha256"":""7d97d81af4dc1b219df47f218434f7de4531e8d640712219e02fc9943704dcd1"",""right_sha256"":""7d97d81af4dc1b219df47f218434f7de4531e8d640712219e02fc9943704dcd1"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\a17b75fe4a73bb173a45aa2a.parquet"",""right"":""data\\parquet\\daily\\symbol=ACI\\year=2026\\c44562640c59d1ac1ce55a57.parquet"",""left_sha256"":""306069f87d66fa70b07c3491cdf022486a0447d9a217ea0a06e03bf5290d03f1"",""right_sha256"":""7d97d81af4dc1b219df47f218434f7de4531e8d640712219e02fc9943704dcd1"",""overlap_rows"":168,""conflicting_rows"":44,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":44}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACI.json
ACIW,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACIW\\year=2025\\6b7b326b0a1aa497c71f0847.parquet"",""right"":""data\\parquet\\daily\\symbol=ACIW\\year=2025\\ACIW_2025.parquet"",""left_sha256"":""b7c272e79d9b2505f9cc1988529cce3cd782a3e063231dc31eb32ad1acbe9841"",""right_sha256"":""32da682b2497a686d01d54740858a63747f84dc9ed0d42237fc351a0652ca4c0"",""overlap_rows"":250,""conflicting_rows"":13,""first_conflict"":""2025-08-13"",""last_conflict"":""2025-12-23"",""warmup_conflicting_sessions"":3},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACIW\\year=2026\\83fe42d5ea30cf3ca9325ef3.parquet"",""right"":""data\\parquet\\daily\\symbol=ACIW\\year=2026\\ACIW_2026.parquet"",""left_sha256"":""7345aa6f3fc67a8e8d9b7316f3f4be0761aea3f69d881a355faf183510b075b8"",""right_sha256"":""1f4ecdf4f4f26e647e794f42d4409809ba93cb19804c7ab76dfc4cbc3963adac"",""overlap_rows"":168,""conflicting_rows"":33,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-19"",""warmup_conflicting_sessions"":33}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACIW.json
ACLS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACLS\\year=2025\\ACLS_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACLS\\year=2025\\b821b76118015e131cad2f65.parquet"",""left_sha256"":""631b296370790f6ffa10b0aa633af23edebe5983083a8f33851cdfbf19235ab0"",""right_sha256"":""631b296370790f6ffa10b0aa633af23edebe5983083a8f33851cdfbf19235ab0"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACLS\\year=2026\\9ccc6e8b52f6b8627a5dc98c.parquet"",""right"":""data\\parquet\\daily\\symbol=ACLS\\year=2026\\ACLS_2026.parquet"",""left_sha256"":""d3fb4dabfde05d564beef46f6adb1f4f3b174c08fa38dffcf17114d8c703ac33"",""right_sha256"":""d099a603fb0820958519df7fb96e680d4741dfebecdc518e96214f6db6bf52db"",""overlap_rows"":167,""conflicting_rows"":70,""first_conflict"":""2026-01-08"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":70}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACLS.json
ACM,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\40b198454a49ab4d2f4746b1.parquet"",""right"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\7c40f512fbe611645601cd0f.parquet"",""left_sha256"":""e97a4f4c3081a5e369e6f3ad85e573ac480fc8b1af307aed15f8362816071563"",""right_sha256"":""49b866e4e632bacc62fd198e70f4102c0ea3c28a9382f716af90c2b9f393ee65"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":58},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\40b198454a49ab4d2f4746b1.parquet"",""right"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\ACM_2026.parquet"",""left_sha256"":""e97a4f4c3081a5e369e6f3ad85e573ac480fc8b1af307aed15f8362816071563"",""right_sha256"":""e97a4f4c3081a5e369e6f3ad85e573ac480fc8b1af307aed15f8362816071563"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\7c40f512fbe611645601cd0f.parquet"",""right"":""data\\parquet\\daily\\symbol=ACM\\year=2026\\ACM_2026.parquet"",""left_sha256"":""49b866e4e632bacc62fd198e70f4102c0ea3c28a9382f716af90c2b9f393ee65"",""right_sha256"":""e97a4f4c3081a5e369e6f3ad85e573ac480fc8b1af307aed15f8362816071563"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":58}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACM.json
ACMR,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACMR\\year=2025\\ACMR_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACMR\\year=2025\\e082a4f53571b9c86e477141.parquet"",""left_sha256"":""259bbee8f4aa2fa35f687ae287dfa7032befa576e47261e39ba4ede83631d2ed"",""right_sha256"":""259bbee8f4aa2fa35f687ae287dfa7032befa576e47261e39ba4ede83631d2ed"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\4b67bb5cee2e55f8c6b6abe8.parquet"",""right"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\80980d79b86adcdff2a4e1ed.parquet"",""left_sha256"":""cafac3b6b4b92fa7faecb2b68463828f39a76a510ae439af4a1d55eed7cce00a"",""right_sha256"":""e3c0e6e39959a7cb548d98b245d073ed7d143bfef8843ab98154cb0374227b19"",""overlap_rows"":167,""conflicting_rows"":25,""first_conflict"":""2026-02-06"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":25},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\4b67bb5cee2e55f8c6b6abe8.parquet"",""right"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\ACMR_2026.parquet"",""left_sha256"":""cafac3b6b4b92fa7faecb2b68463828f39a76a510ae439af4a1d55eed7cce00a"",""right_sha256"":""e3c0e6e39959a7cb548d98b245d073ed7d143bfef8843ab98154cb0374227b19"",""overlap_rows"":167,""conflicting_rows"":25,""first_conflict"":""2026-02-06"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":25},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\80980d79b86adcdff2a4e1ed.parquet"",""right"":""data\\parquet\\daily\\symbol=ACMR\\year=2026\\ACMR_2026.parquet"",""left_sha256"":""e3c0e6e39959a7cb548d98b245d073ed7d143bfef8843ab98154cb0374227b19"",""right_sha256"":""e3c0e6e39959a7cb548d98b245d073ed7d143bfef8843ab98154cb0374227b19"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACMR.json
ACN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACN\\year=2025\\ACN_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACN\\year=2025\\e59c43aacb9f534d9ed406a3.parquet"",""left_sha256"":""b9eb1287f35b32900666d52316b3781f9620dd2f91b52c9279be20de0858a9ce"",""right_sha256"":""b9eb1287f35b32900666d52316b3781f9620dd2f91b52c9279be20de0858a9ce"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\1a33d0e5cd9c73fe496d6ecc.parquet"",""right"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\ACN_2026.parquet"",""left_sha256"":""1c15be81d3639ffd3fdb5c6314dbd399fbe35880ac996fbb73b3a0ff05b829af"",""right_sha256"":""590d072808c29493c926c3b01dbdfa5e168eb42efdbd497f9a03b0f8fc2ad82e"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\1a33d0e5cd9c73fe496d6ecc.parquet"",""right"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\b924d999c3acccd10c6ee89b.parquet"",""left_sha256"":""1c15be81d3639ffd3fdb5c6314dbd399fbe35880ac996fbb73b3a0ff05b829af"",""right_sha256"":""590d072808c29493c926c3b01dbdfa5e168eb42efdbd497f9a03b0f8fc2ad82e"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\ACN_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ACN\\year=2026\\b924d999c3acccd10c6ee89b.parquet"",""left_sha256"":""590d072808c29493c926c3b01dbdfa5e168eb42efdbd497f9a03b0f8fc2ad82e"",""right_sha256"":""590d072808c29493c926c3b01dbdfa5e168eb42efdbd497f9a03b0f8fc2ad82e"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACN.json
ACON,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\227933403a28120984f690af.parquet"",""right"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\ACON_2025.parquet"",""left_sha256"":""e4c5e5e3fe9329371191dfbd6197188aae5f28017f1b15c65083992758bfbfec"",""right_sha256"":""e4c5e5e3fe9329371191dfbd6197188aae5f28017f1b15c65083992758bfbfec"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\227933403a28120984f690af.parquet"",""right"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\b0d7c242b5ba3afbf33c97d7.parquet"",""left_sha256"":""e4c5e5e3fe9329371191dfbd6197188aae5f28017f1b15c65083992758bfbfec"",""right_sha256"":""aebcbf8fd41a9112477c75bed16a71204096b1ed8569815814ce6cc18b1e93cb"",""overlap_rows"":250,""conflicting_rows"":16,""first_conflict"":""2025-07-29"",""last_conflict"":""2025-12-22"",""warmup_conflicting_sessions"":5},{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\ACON_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACON\\year=2025\\b0d7c242b5ba3afbf33c97d7.parquet"",""left_sha256"":""e4c5e5e3fe9329371191dfbd6197188aae5f28017f1b15c65083992758bfbfec"",""right_sha256"":""aebcbf8fd41a9112477c75bed16a71204096b1ed8569815814ce6cc18b1e93cb"",""overlap_rows"":250,""conflicting_rows"":16,""first_conflict"":""2025-07-29"",""last_conflict"":""2025-12-22"",""warmup_conflicting_sessions"":5},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACON\\year=2026\\442d4c29052b1baa2a17a302.parquet"",""right"":""data\\parquet\\daily\\symbol=ACON\\year=2026\\ACON_2026.parquet"",""left_sha256"":""3389af428472f1a50cfefddbbc3940c8839905426eaaea283df3aeb4eb5c5283"",""right_sha256"":""3389af428472f1a50cfefddbbc3940c8839905426eaaea283df3aeb4eb5c5283"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACON.json
ACWX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\74816723f686cc9577dcbd60.parquet"",""right"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\ACWX_2026.parquet"",""left_sha256"":""be0a7191477578e4bde609a8e00fcc5630ef7d348b06a54777d0be96ed42c9b2"",""right_sha256"":""a30e91a7af49d961f24b29f87798eedb680e3935596f7066bedd82bc8fcf3d4e"",""overlap_rows"":168,""conflicting_rows"":38,""first_conflict"":""2026-01-06"",""last_conflict"":""2026-08-10"",""warmup_conflicting_sessions"":38},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\74816723f686cc9577dcbd60.parquet"",""right"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\cab5c0038a7bcaa0865b60b7.parquet"",""left_sha256"":""be0a7191477578e4bde609a8e00fcc5630ef7d348b06a54777d0be96ed42c9b2"",""right_sha256"":""1d2fe5d86eb6837f7c13f2297229f062ee2a8b9c3bab3eee1c3f6dd0f3338db3"",""overlap_rows"":162,""conflicting_rows"":70,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-20"",""warmup_conflicting_sessions"":70},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\ACWX_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=ACWX\\year=2026\\cab5c0038a7bcaa0865b60b7.parquet"",""left_sha256"":""a30e91a7af49d961f24b29f87798eedb680e3935596f7066bedd82bc8fcf3d4e"",""right_sha256"":""1d2fe5d86eb6837f7c13f2297229f062ee2a8b9c3bab3eee1c3f6dd0f3338db3"",""overlap_rows"":162,""conflicting_rows"":108,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-20"",""warmup_conflicting_sessions"":108}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACWX.json
ACXP,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ACXP\\year=2025\\ACXP_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=ACXP\\year=2025\\c4be90d50414d000a329a756.parquet"",""left_sha256"":""80f8734e3689e98ee607e8d9541ba98d02b39456a57f6707b486e618bd032760"",""right_sha256"":""d4da28c86db041d52dc113f7a355c9db1a6cb7853df6dd7d5badb654d84b2a24"",""overlap_rows"":250,""conflicting_rows"":14,""first_conflict"":""2025-07-01"",""last_conflict"":""2025-12-29"",""warmup_conflicting_sessions"":2}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ACXP.json
ADBE,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=ADBE\\year=2025\\107b36d06f6a62c5c8e966d6.parquet"",""right"":""data\\parquet\\daily\\symbol=ADBE\\year=2025\\ADBE_2025.parquet"",""left_sha256"":""dee6ae3929accbcfd30f96aa169a44c3a9239a01526c6a50de833d8c1c30be45"",""right_sha256"":""dee6ae3929accbcfd30f96aa169a44c3a9239a01526c6a50de833d8c1c30be45"",""overlap_rows"":250,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\0d4ed0e6de557467674bfaec.parquet"",""right"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\437e59e22a3bf9853738741d.parquet"",""left_sha256"":""2fcad3d90a44be5f68a582ddc2eef072aac0c42423e0dcf9ab547bf3472218d5"",""right_sha256"":""92031aea227746245ad97899cd8d9219c202b70209c636aeaa90e4db1bfb8418"",""overlap_rows"":167,""conflicting_rows"":39,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":39},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\0d4ed0e6de557467674bfaec.parquet"",""right"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\ADBE_2026.parquet"",""left_sha256"":""2fcad3d90a44be5f68a582ddc2eef072aac0c42423e0dcf9ab547bf3472218d5"",""right_sha256"":""2fcad3d90a44be5f68a582ddc2eef072aac0c42423e0dcf9ab547bf3472218d5"",""overlap_rows"":168,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\437e59e22a3bf9853738741d.parquet"",""right"":""data\\parquet\\daily\\symbol=ADBE\\year=2026\\ADBE_2026.parquet"",""left_sha256"":""92031aea227746245ad97899cd8d9219c202b70209c636aeaa90e4db1bfb8418"",""right_sha256"":""2fcad3d90a44be5f68a582ddc2eef072aac0c42423e0dcf9ab547bf3472218d5"",""overlap_rows"":167,""conflicting_rows"":39,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":39}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\ADBE.json
